Sample Code,Sample Description,5 Methyl tetrahydrofolate,"5,10 Methenyl tetrahydrofolate",Acetylcarnitine,Aconitic acid,Adenine,Adenosine,Adenosine cyclic monophosphate,Adenosine monophosphate,Adenosine triphosphate,Adipic acid,AICAR,Alanine,Allantoin,alpha-Ketoglutaric acid,Aminoadipic acid,Aminobenzoic acid,Aminobutyric acid,Anthranillic acid,Arabitol,Arginine,Argininosuccinic acid,Asparagine,Aspartic Acid,Butyrylcarnitine,Canavanine,Carnitine,Chenodeoxycholic acid,Cholic acid,cis-Aconitic acid,Citramalic acid,Citric acid+Isocitric acid,Citrulline,Creatine,Creatine phosphate,Creatinine,Cystathionine,Cystine,Cytidine,Cytidine monophosphate,Cytidine triphosphate,Cytosine,Dehydroshikimic acid,Deoxy-(methylthio)adenosine,Deoxyadenosine,Deoxyadenosine monophosphate,Deoxyadenosine triphosphate,Deoxycholic acid,Deoxycytidine,Deoxycytidine monophosphate,Deoxycytidine triphosphate,Deoxyguanosine,Deoxyinosine,Deoxyribose,Deoxyribose phosphate,Deoxythymidine triphosphate,Deoxyuridine,Deoxyuridine triphosphate,Dihydrofolate,Dihydroorotic acid,Dihydroxyacetone phosphate,Dihydroxybenzoic acid,Dihydroxyisovalerate,Dimethyl Succinic acid,Epicatechin,Erythro-dihydrosphingosine,Flavin adenine dinucleotide,Folic Acid,Folinic acid,"Fructose 1,6-biphosphate",Fumaric acid,Galactosamine,gamma-Glu-Cys,Glucoheptonic acid,Glucosamine 6-phosphate,Glutamic acid,Glutamine,Glutathione oxidized,Glyceric acid,Glycine,Guanidobutyric acid,Guanine,Guanosine,Guanosine cyclic monophosphate,Guanosine triphosphate,Hexose,Hexose 1-phosphate,Hexose 6-phosphate,Histidine,Homocitrate,Homocystine,Homoserine,Hydroxy hippuric acid,Hydroxy-glutamic acid,Hydroxy-indoleacetic acid,Hydroxy-kynurenine,Hydroxy-proline,Hydroxyanthranilic acid,Hydroxybenzoic acid,Hydroxyethylindole,Hydroxyglutaric acid,Hydroxynicotinic acid,Hydroxyphenyl-pyruvic acid,Hydroxyphenylacetic acid,Hypoxanthine,Indoleacetic acid,Indoline-2-carboxylate,Inosine,Inosine monophosphate,Inosine triphosphate,Isoleucine,Isopentyl acetate,Isopropylmalic acid,Isovalerylcarnitine,Itaconic acid,Ketobutyrate,Kynurenic acid,Kynurenine,Lactic acid,Leucine,Lipoamide,Lysine,Maleic acid,Malic acid,Malonic acid,Methionine,Methoxytryptamine,Methylglutaric acid,Mevalonic acid,Mevalonolactone,Muconic acid,Muriocholic acid,Myristoylcarnitine,N-Acetyl galactosamine,N-Acetyl-glucosamine phosphate,N-Acetylglutamic acid,N-Acetylneuraminic acid,N-Carbamoyl-aspartic acid,N-Carbamyl-glutamic acid,N-Formyl-Tyrosine,Nicotinamide adenine dinucleotide,Nicotinic acid,Nicotinic acid mononucleotide,O-Phosphorylethanolamine,Octanoylcarnitine,Orotic acid,Oxamic acid,Palmitoylcarnitine,Pantothenic acid,Pentahydroxyhexanoic acid,Pentose,Phenolred,Phenylalanine,Phenylpyruvic acid,Phospho-Serine,Phosphoenolpyruvic acid,Phosphoglyceric acid,Prephenic acid,Proline,Propionylcarnitine,Pyridinedicarboxylic acid,Pyridoxal 5 phosphate,Pyridoxal hydrochloride,Pyridoxamine,Pyridoxic acid,Pyridoxine,Pyruvic acid,Quinic acid,Quinolinediol,Riboflavin,Ribonic acid gamma lactone,Ribose 5-phosphate,S-Adenosyl-homocysteine,Salicylic acid,Sedoheptulose-7-phosphate,Serine,Shikimic acid,Succinic acid,Taurine,Tauro-muriocholic acid,Taurocholic acid,Thiamine,Threonine,Thymidine,Thymine,Tryptophan,Tyrosine,Uracil,Uric acid,Uridine,Uridine diphosphohexose,Uridine monophosphate,Uridine triphosphate,Valine,Vanillic acid,Xanthine,Xanthosine,Xanthurenic acid,Xylitol,Xylulose 5-phosphate
113329,Control,NA,NA,36.86,0.06,NA,NA,0.02,0.08,1.23,0.07,NA,154.81,3.27,4.24,2.23,NA,NA,NA,0.53,NA,0.11,48.3,4.91,NA,NA,169.81,NA,12.88,0.36,0.36,1.09,39.77,16.68,124.77,113.83,NA,4.83,NA,NA,NA,0,NA,NA,NA,NA,0.86,10.35,NA,NA,NA,0,NA,NA,NA,NA,0.04,NA,NA,0.05,0.4,NA,NA,0.07,0.99,23.74,NA,NA,NA,NA,NA,NA,0,NA,NA,60.48,669.15,2.7,7.61,236.01,NA,NA,0.02,NA,NA,3510.7,0.53,NA,92.94,3.19,NA,NA,NA,0.09,0.06,0.08,4.2,NA,NA,NA,0.54,NA,0.04,0.12,6.03,3.28,NA,NA,NA,NA,112.72,0.11,0,NA,NA,NA,0.05,1.5,1001.5,242.36,0.86,74.73,NA,5.21,NA,34.18,NA,NA,NA,NA,NA,NA,1.46,0.96,NA,0.07,0.12,0.03,NA,0.03,0.08,NA,NA,2.29,0.49,0.02,0.18,5.18,0.42,3.98,1453.28,0,85.28,0.1,0,1.27,4.22,5.4,225.8,NA,-0.2,NA,0,NA,0.05,NA,72.35,NA,NA,0.01,NA,NA,0.04,0.01,NA,117.35,NA,3.46,85.43,NA,0.86,NA,115.63,NA,0.04,87.52,87.62,0.04,61.34,19.25,0.06,0.09,NA,359.33,NA,0.87,0.02,0,3.41,0.1
113330,Control,NA,NA,14.61,0.06,NA,NA,0.02,0.05,0.93,0.08,NA,134.43,3.96,4.55,1.07,NA,NA,0.01,0.44,NA,0.09,56.95,3.4,NA,NA,75.46,NA,17.25,0.36,0.32,1.07,27.95,6.72,146.09,80.69,NA,6.52,0.03,NA,NA,0,NA,NA,NA,NA,NA,9.47,NA,NA,NA,0,NA,0.58,NA,NA,0.05,NA,NA,0.04,0.55,NA,NA,0.07,1.04,19.57,NA,NA,NA,NA,0.01,NA,0,NA,NA,34.75,626.58,3.15,9.53,267.97,NA,NA,0.02,NA,NA,3521.91,0.53,NA,85.37,3.22,NA,5.24,NA,0.08,0.07,0.09,6.12,0.17,0.21,NA,0.57,NA,0.06,0.15,3.41,3.77,NA,NA,NA,NA,88.88,0.12,NA,NA,NA,NA,0.03,1.01,1277.76,141.03,0.85,55.68,NA,6.85,NA,31.96,NA,NA,NA,NA,NA,NA,1.45,1.27,NA,0.09,0.11,0.03,NA,0.06,0.06,NA,NA,1.94,NA,0.03,0.2,3.86,0.26,2.74,1496.04,0,79.42,0.11,0,1.27,4.16,5.44,288.9,NA,0.15,NA,NA,NA,0.01,NA,89.4,NA,NA,NA,NA,NA,0.04,NA,NA,153.82,NA,3.04,59.67,NA,0.88,NA,142.61,NA,0.04,73.72,102.47,0.08,45.7,6.63,0.05,0.08,NA,243.46,NA,0.57,0.01,0,2.07,0.09
113331,Control,NA,NA,39.75,0.08,NA,NA,0.02,0.07,1.08,0.08,NA,140.82,5.35,4.92,1.86,NA,NA,NA,0.33,208.8,0.06,70.11,6.47,NA,NA,112.49,NA,17.27,0.98,0.46,1.23,34.85,11.54,101.55,90.34,NA,7.6,NA,NA,NA,0,NA,NA,NA,0.01,NA,9.55,NA,NA,NA,0,NA,0.48,NA,NA,0.06,NA,NA,0.06,0.73,NA,NA,0.08,1.08,15.48,NA,NA,NA,NA,NA,NA,0,NA,NA,81.54,711.87,0.97,9.19,260.51,NA,NA,NA,NA,NA,3486.49,0.56,NA,106.86,3.2,NA,NA,NA,0.1,0.08,NA,6.32,NA,0.49,NA,0.86,0.01,0.04,0.56,4.43,3.66,NA,NA,NA,NA,93.38,0.14,NA,NA,NA,NA,0.03,1.1,1205.63,260.73,0.9,81.26,NA,5.46,NA,32.01,NA,NA,NA,NA,NA,NA,1.88,2.76,NA,0.08,0.13,0.03,NA,NA,NA,NA,NA,1.61,NA,0.03,0.23,5.46,0.26,4.35,1722.97,0,75.91,0.09,0,1.28,4.51,5.49,167.42,2,-0.07,NA,0,NA,0.02,NA,109.93,0.6,NA,NA,NA,NA,0.05,0.01,NA,112.65,NA,3.04,84.49,NA,0.85,NA,165.92,NA,0.03,69.68,80.95,0.06,79.84,16.36,0.06,0.14,NA,339.06,NA,1.05,0.03,0,3.51,0.03
113332,Control,NA,NA,21.43,0.05,NA,NA,0.03,0.04,1.08,0.07,NA,129.48,5.52,3.76,1.94,NA,NA,NA,0.3,87.25,0.08,63.06,4.14,NA,NA,127.17,NA,17.27,0.28,0.47,0.91,54.63,12.13,79.35,138.32,NA,7.31,NA,NA,NA,0,NA,NA,NA,0.01,NA,10.95,NA,NA,NA,0,NA,NA,NA,NA,0.06,NA,NA,0.08,0.34,NA,0.02,0.06,0.72,15.09,NA,0.03,NA,NA,0.01,NA,0,NA,NA,23.94,740.07,3.15,9.6,281.11,NA,NA,NA,NA,NA,3521.78,0.64,NA,83.23,3.2,NA,6.19,NA,0.08,0.13,0.09,8.81,0.23,0.35,NA,0.73,NA,0.04,0.17,0.64,3.7,NA,NA,NA,NA,127.7,0.15,0.03,NA,NA,NA,0.06,1.58,1075.17,209.45,0.91,81.79,NA,7.53,NA,48.09,NA,NA,NA,NA,NA,NA,1.29,1.88,NA,0.05,0.09,0.04,0,NA,NA,NA,NA,2.98,NA,0.03,0.27,4.43,0.26,3.33,1634.64,0,102.37,0.13,0,1.29,4.1,5.46,487.22,NA,-0.02,NA,0.01,NA,0.04,NA,134.6,0.67,NA,0.1,NA,NA,0.03,0.02,NA,160.78,NA,3.7,69.56,NA,1.72,NA,204.18,NA,0.06,113.97,102.3,0.1,55.85,17.61,0.04,0.08,NA,355.81,0.02,0.47,0.01,0,2.82,0.06
113333,Control,NA,NA,42.95,0.05,NA,NA,2.48,0.06,1.05,0.07,NA,154.68,4.52,3.61,2.75,NA,NA,NA,0.53,71.53,0.09,47.03,5.71,NA,NA,133.26,NA,17.24,0.28,0.28,0.65,41.12,21,21.52,112.84,NA,7.67,NA,NA,NA,0,NA,NA,NA,0.01,NA,11.07,NA,NA,NA,0,NA,0.34,NA,NA,0.06,NA,NA,0.05,0.64,NA,0.04,0.06,0.95,21.91,NA,NA,NA,NA,NA,NA,0,NA,NA,72.32,721.47,2.18,9.51,219.2,NA,NA,NA,NA,NA,3476.57,0.62,NA,92.47,3.16,NA,6.62,NA,0.14,0.08,0.06,11.29,NA,NA,NA,0.42,0.01,0.06,0.15,NA,3.53,NA,NA,NA,NA,78.7,0.1,0.02,NA,NA,NA,0.04,1.21,1020.22,171.12,0.9,78.63,NA,3.87,NA,26.3,NA,NA,NA,NA,NA,NA,0.72,2.39,NA,0.04,0.13,0.04,NA,NA,NA,NA,NA,2.51,0.32,0.02,0.14,5.02,0.34,3.34,1449.05,0,82.88,0.11,0,1.29,4.26,5.45,173.64,NA,-0.04,NA,0,NA,0.03,NA,101.9,NA,NA,NA,NA,NA,0.06,0.01,NA,109.32,NA,2.88,58.51,NA,1.02,NA,149.46,NA,NA,85.28,93.56,0.06,86.42,6.93,0.07,0.12,NA,343.21,0.02,0.3,0.01,0,4.53,0.05
113334,Control,NA,NA,25.38,0.07,NA,NA,0.03,0.11,1.05,0.11,NA,161.77,3.84,6.54,1.69,NA,NA,NA,0.55,NA,0.07,58.78,4.04,NA,NA,127.51,NA,17.31,0.65,0.58,1.31,34.71,50.23,185.34,97.47,NA,10.78,NA,NA,NA,0,NA,NA,NA,0.01,NA,9.47,NA,NA,NA,0,NA,0.35,NA,NA,0.05,NA,NA,0.04,0.87,NA,0.11,0.1,NA,20.21,NA,NA,NA,NA,NA,NA,0,NA,NA,34.39,517.04,3.14,7.64,308.46,NA,NA,NA,NA,NA,3519.24,0.64,NA,97.93,3.2,NA,11.47,NA,0.07,0.08,0.08,5.04,0.25,0.5,NA,1.04,0.02,0.07,0.51,3.76,3.54,NA,NA,0.49,NA,66.35,0.19,0.03,NA,NA,NA,0.03,1.06,1307.65,146.97,0.91,66.03,NA,6.82,NA,21.83,NA,NA,NA,NA,NA,NA,1.32,1.05,NA,0.15,0.13,0.03,0,NA,0.1,NA,NA,3.73,NA,0.04,0.19,3.68,0.27,3.78,1605.82,0,73.82,0.14,0,1.33,4.39,5.48,219.1,NA,0.05,NA,0.01,NA,0.02,NA,244.63,1.39,NA,NA,NA,NA,0.04,0.13,0.05,147.5,NA,4.63,90.59,NA,1,NA,93.26,NA,0.03,80.56,91.75,0.05,58.19,6.47,0.05,0.1,NA,248.8,0.21,0.53,0.01,0,3.9,0.09
113335,Control,NA,NA,41.86,0.05,NA,NA,0.02,0.08,1.14,0.08,NA,148.25,2.59,4.46,1.38,NA,NA,NA,0.57,51.51,0.09,45.75,4.18,NA,NA,137.24,NA,16.75,0.29,0.45,1.04,42.58,16.66,254.21,95.86,NA,11.99,NA,NA,NA,0,NA,NA,NA,NA,1.1,10.11,NA,NA,NA,0,NA,0.58,NA,NA,0.05,NA,NA,0.04,1.08,NA,0.04,0.07,NA,16.2,NA,NA,NA,NA,NA,NA,0,NA,NA,31.38,627.42,3.14,8.29,198.46,NA,NA,NA,NA,NA,3494.97,0.54,NA,121.1,3.2,NA,6.8,NA,0.05,0.07,0.08,10.04,0.13,0.49,NA,0.83,0.02,0.06,0.17,1.18,3.72,NA,NA,0.44,NA,58.16,0.14,0.01,NA,NA,NA,0.04,1.17,1036.72,126.69,0.94,75.94,NA,4.34,NA,26.49,NA,NA,NA,NA,NA,NA,1.58,1.86,NA,0.1,0.12,0.03,NA,NA,0.06,NA,NA,3.19,0.79,0.04,0.27,4.85,0.24,3.82,1672.27,0,64.13,0.12,0,1.28,4.24,5.67,184.98,1.01,-0.67,NA,0,NA,0.04,NA,147.73,0.76,NA,NA,NA,NA,0.04,0.01,NA,101.08,NA,3.57,82,NA,0.87,NA,128.66,NA,0.02,69.02,99.68,0.11,47.17,8.81,0.07,0.11,NA,226,0.02,0.45,0.01,0,4.77,0.04
113336,Control,NA,NA,24.16,0.08,0.02,NA,0.03,0.1,1.69,0.08,NA,147.86,7.77,5.21,2.49,NA,NA,0.01,0.5,NA,0.09,100.13,4.44,NA,NA,123.66,NA,14.66,1.01,0.57,1.37,74.9,24.77,62.12,153.59,NA,4.14,NA,NA,NA,0,NA,NA,NA,0.01,NA,11.32,NA,NA,NA,0,NA,0.57,NA,NA,0.05,NA,NA,0.11,1.73,NA,0.05,0.08,NA,22.06,NA,NA,NA,NA,NA,NA,0,NA,NA,55.24,825.2,3.2,9.41,258.32,NA,NA,NA,NA,NA,3515.75,0.64,NA,94.79,3.2,NA,6.43,NA,0.08,0.07,0.08,8.94,NA,0.38,NA,0.87,NA,0.04,0.32,NA,3.73,NA,NA,0.43,NA,93.56,0.15,0.02,NA,NA,NA,0.06,1.93,887.25,201.22,0.96,91.31,NA,6.59,NA,26.09,NA,NA,NA,NA,NA,NA,1.54,1.94,NA,0.1,0.16,0.06,NA,NA,0.1,NA,NA,3.5,NA,0.03,0.35,4.41,0.4,5.28,1747.55,0,83.1,0.13,0,1.29,4.41,5.52,293.45,NA,-0.06,NA,0.01,NA,0.08,NA,198.57,0.21,NA,0.02,NA,NA,0.04,0.01,NA,111.25,NA,4.73,120.37,NA,0.86,NA,115.83,NA,0.03,99.57,65.49,0.1,71.72,8.4,0.15,0.13,NA,392.39,0.01,0.43,NA,0,3.27,0.04
113337,Control,NA,NA,18.12,0.06,NA,NA,0.02,0.07,1.21,0.09,NA,122.28,4.68,5.49,2.2,NA,NA,NA,1.13,NA,0.08,46.02,5.18,NA,NA,121.03,NA,9.27,0.36,0.48,0.87,47.1,30.44,78.45,134.33,NA,20.16,NA,NA,NA,0,NA,NA,NA,0.01,0.64,10.63,NA,NA,NA,0,NA,0.4,NA,NA,0.04,NA,NA,0.08,0.58,NA,0.11,0.08,1.01,19.22,NA,NA,NA,NA,NA,NA,0,NA,NA,106.8,763.59,3.14,9.12,256.09,NA,NA,NA,NA,NA,3524.24,0.61,NA,94.95,3.18,NA,2.79,NA,0.13,0.08,0.08,6.84,0.13,0.41,NA,0.83,0.02,0.06,0.73,4.48,3.42,NA,NA,0.17,NA,113.85,0.15,0.01,NA,NA,NA,0.04,1.17,925.75,216.01,1.2,87.05,NA,5.46,NA,26.11,NA,NA,NA,NA,NA,NA,1.61,1.09,NA,0.09,0.17,0.03,0,NA,0.07,NA,NA,2.74,NA,0.02,0.29,5.71,0.35,5.02,1840.9,0,77.28,0.18,0,1.29,4.22,5.51,230.02,3.33,-0.35,NA,0,NA,0.04,NA,121.24,0.88,NA,NA,NA,NA,0.05,0.06,NA,114.84,NA,3.24,76.01,NA,0.9,NA,172.62,NA,0.03,76.88,77.28,0.1,71.94,7.99,0.05,0.09,NA,358.92,0.01,0.73,0.02,0,9.77,0.06
113338,Control,NA,NA,18.85,0.04,NA,NA,0.02,0.06,1.04,0.07,NA,128.08,5.16,3.52,2.46,NA,NA,NA,0.95,113.1,0.08,62.7,4.38,NA,NA,134.33,NA,17.31,0.25,0.39,0.91,54.49,19.3,106.83,107.59,NA,10.94,0.11,NA,NA,0,NA,NA,NA,NA,NA,9.23,NA,NA,NA,0,NA,0.67,NA,NA,0.04,NA,NA,0.19,0.77,NA,0.1,0.06,NA,16.98,NA,NA,NA,NA,NA,NA,0,NA,NA,49.33,803.37,1.97,8.64,276.95,NA,NA,NA,NA,NA,3526.69,0.51,NA,172.64,3.15,NA,12,NA,0.1,0.07,0.11,8.77,0.11,0.48,NA,0.68,0.02,0.06,0.39,3.98,4.05,NA,NA,0.24,NA,108.6,0.12,0.01,NA,NA,NA,0.03,0.93,1022.74,174.79,0.93,89.66,NA,3.1,NA,29.72,NA,NA,NA,NA,NA,NA,1.64,2.06,NA,0.12,0.12,0.04,NA,NA,0.07,NA,NA,2.12,NA,0.03,0.18,3.65,0.23,4.82,1595.24,0,89.54,0.1,0,1.26,4.19,5.44,345.26,1.33,-0.3,NA,0,NA,0.02,NA,107.27,0.71,NA,NA,NA,NA,0.03,0.03,NA,131.26,NA,3.48,71.49,NA,0.94,NA,223.5,NA,0.02,119.98,152.98,0.11,56.22,6.22,0.04,0.08,NA,352.58,0.03,0.98,0.02,0,6.49,0.03
113339,Control,NA,NA,49.36,0.07,0.02,NA,0.02,0.08,1.11,0.09,NA,190.08,7.69,5.57,2.53,NA,NA,NA,0.43,39.93,0.07,82.87,5.21,NA,NA,150.51,NA,17.24,0.38,0.44,1,40.64,19.59,66.58,172.33,NA,9.89,NA,NA,NA,0,NA,NA,NA,0.01,1.17,10.36,NA,NA,NA,0,NA,0.42,NA,NA,0.04,NA,NA,0.08,0.6,NA,0.02,0.09,0.98,21.25,0.13,NA,NA,NA,NA,NA,0,NA,NA,85.31,817.68,3.16,9.9,268.19,NA,NA,NA,NA,NA,3523.23,0.58,NA,111.89,3.19,NA,7.53,NA,0.09,0.08,0.07,8.84,NA,NA,NA,0.72,NA,0.07,0.41,7.94,3.56,NA,NA,0.22,NA,117.2,0.14,0.01,NA,NA,NA,0.03,1.13,1226.28,224.71,0.95,95.7,NA,5.66,NA,52.05,NA,NA,NA,NA,NA,NA,1.88,2.25,NA,0.12,0.15,0.02,NA,NA,0.08,NA,NA,2.69,0.48,0.02,0.19,6.04,0.29,4.21,1862.45,0,104.01,0.12,0,1.28,4.42,5.5,416.19,6.74,-0.15,NA,0.01,NA,0.02,NA,166.49,0.42,NA,NA,NA,NA,0.04,0.01,NA,145.32,NA,3.81,77.07,NA,0.87,NA,191.67,NA,0.08,113.34,147.15,0.09,72.54,8.23,0.07,0.1,NA,366.58,0.02,0.99,0.03,0,4.44,0.03
113340,Control,NA,NA,10.48,0.04,NA,NA,0.03,0.05,0.95,0.06,NA,148.04,6.32,3.46,1.18,NA,NA,NA,0.38,NA,0.06,63.1,4.27,NA,NA,119.05,NA,17.35,0.24,0.39,0.77,37.19,8.2,199.41,112.76,NA,11.62,NA,NA,NA,0,NA,NA,NA,NA,NA,9.91,NA,NA,NA,0,NA,0.71,NA,NA,0.04,NA,NA,0.09,0.43,NA,NA,0.06,NA,13.09,NA,NA,NA,NA,NA,NA,0,NA,NA,50.71,702.32,3.15,7.92,392.46,NA,NA,NA,NA,NA,3521.05,0.53,NA,100.52,3.2,NA,10.7,NA,0.07,0.07,0.09,8.27,NA,0.37,NA,0.67,NA,0.05,0.63,4.3,3.52,NA,NA,0.31,NA,89.47,0.11,0,NA,NA,NA,0.03,0.88,1116.08,192.65,0.88,85.53,NA,3.11,NA,32.17,NA,NA,NA,NA,NA,NA,1.19,1.67,NA,0.08,0.1,0.02,NA,NA,0.06,NA,NA,2.32,0.57,0.03,0.22,4.57,0.27,3.03,1410.2,0,73.25,0.08,0,1.27,4.03,5.47,580.4,NA,0.12,NA,0,NA,0.02,NA,97.75,0.31,NA,0.02,NA,NA,0.03,0.01,NA,178.57,NA,2.68,69.33,NA,0.86,NA,159.28,NA,0.04,67.04,94.88,0.11,47.55,3.29,0.04,0.09,NA,297.1,0.02,0.63,0.01,0,2.8,0.03
113341,Control,NA,NA,30.62,0.08,NA,NA,0.04,0.07,1.08,0.07,NA,168.08,5.97,3.77,1.21,NA,NA,NA,0.58,NA,0.09,69.94,3.41,NA,NA,160.8,NA,17.23,1.23,0.46,1.32,57.51,NA,NA,148.69,NA,13.03,NA,NA,NA,0,NA,NA,NA,0.01,NA,9.38,NA,NA,NA,0,NA,0.3,NA,NA,0.04,NA,NA,0.09,0.71,NA,NA,0.06,0.95,20.92,NA,NA,NA,NA,NA,NA,0,NA,NA,26.75,854.38,3.23,8.18,373.52,NA,NA,NA,NA,NA,3472.12,0.58,NA,100.3,3.19,NA,NA,NA,0.09,0.09,NA,10.5,NA,0.19,NA,0.72,NA,0.05,0.18,3.99,3.45,NA,NA,0.44,NA,91.26,0.15,0.01,NA,NA,NA,0.04,1.02,1127.56,215.61,0.85,102.64,NA,5.03,NA,33.6,NA,NA,NA,NA,NA,NA,1.78,1.96,NA,0.08,0.13,0.03,NA,NA,0.07,NA,NA,2.61,0.36,0.03,0.36,5.58,0.19,3.35,1393.6,0,83.56,0.08,0,1.31,4.22,5.44,329.36,3.06,0.06,NA,0,NA,0.02,NA,122.01,NA,NA,NA,NA,NA,0.04,0.02,NA,150.9,NA,4.76,71.38,NA,0.93,NA,147.69,NA,0.02,90.36,81.94,0.08,58.23,14.28,0.05,0.11,NA,304.84,NA,0.94,0.02,0,4.96,0.06
